timestamp,inlet_temp,fan_ratio,cpu_load,gpu_load,mem_load,cpu_power,gpu_power,fan_power,has_gpus
2025-04-22 14:09:18,26.75,4.484375,100.0,100.0,100.0,22612.0,6250.0,1121.09375,1
2025-04-22 14:09:18,32.15,5.4518749999999985,100,100,100,25290.4,6250.0,1362.9687499999998,1
2025-04-22 14:09:18,26.75,4.484375,100.0,100.0,100.0,21707.52,6000.0,1076.25,1
2025-04-22 14:09:18,32.15,5.4518749999999985,100,100,100,24278.784,6000.0,1308.4499999999998,1
2025-04-22 14:09:18,26.75,4.484375,100.0,100.0,100.0,21707.52,6000.0,1076.25,1
2025-04-22 14:09:18,32.15,5.4518749999999985,100,100,100,24278.784,6000.0,1308.4499999999998,1
2025-04-22 14:09:18,26.75,4.484375,100.0,100.0,100.0,21707.52,6000.0,1076.25,1
2025-04-22 14:09:18,32.15,5.4518749999999985,100,100,100,24278.784,6000.0,1308.4499999999998,1
2025-04-22 14:09:18,26.75,4.484375,100.0,100.0,100.0,21707.52,6000.0,1076.25,1
2025-04-22 14:09:18,32.15,5.4518749999999985,100,100,100,24278.784,6000.0,1308.4499999999998,1
2025-04-22 14:09:44,26.75,4.484375,100.0,100.0,100.0,22612.0,6250.0,1121.09375,1
2025-04-22 14:09:44,32.15,5.4518749999999985,100,100,100,25290.4,6250.0,1362.9687499999998,1
2025-04-22 14:09:44,26.75,4.484375,100.0,100.0,100.0,21707.52,6000.0,1076.25,1
2025-04-22 14:09:44,32.15,5.4518749999999985,100,100,100,24278.784,6000.0,1308.4499999999998,1
2025-04-22 14:09:44,26.75,4.484375,100.0,100.0,100.0,21707.52,6000.0,1076.25,1
2025-04-22 14:09:44,32.15,5.4518749999999985,100,100,100,24278.784,6000.0,1308.4499999999998,1
2025-04-22 14:09:44,26.75,4.484375,100.0,100.0,100.0,21707.52,6000.0,1076.25,1
2025-04-22 14:09:44,32.15,5.4518749999999985,100,100,100,24278.784,6000.0,1308.4499999999998,1
2025-04-22 14:09:44,26.75,4.484375,100.0,100.0,100.0,21707.52,6000.0,1076.25,1
2025-04-22 14:09:44,32.15,5.4518749999999985,100,100,100,24278.784,6000.0,1308.4499999999998,1
2025-04-22 14:09:45,23.15,2.7643749999999994,0.0,0.0,0.0,10869.503999999999,573.0,663.4499999999998,1
2025-04-22 14:10:02,26.75,4.484375,100.0,100.0,100.0,22612.0,6250.0,1121.09375,1
2025-04-22 14:10:02,32.15,5.4518749999999985,100,100,100,25290.4,6250.0,1362.9687499999998,1
2025-04-22 14:10:02,26.75,4.484375,100.0,100.0,100.0,21707.52,6000.0,1076.25,1
2025-04-22 14:10:02,32.15,5.4518749999999985,100,100,100,24278.784,6000.0,1308.4499999999998,1
2025-04-22 14:10:02,26.75,4.484375,100.0,100.0,100.0,21707.52,6000.0,1076.25,1
2025-04-22 14:10:02,32.15,5.4518749999999985,100,100,100,24278.784,6000.0,1308.4499999999998,1
2025-04-22 14:10:02,26.75,4.484375,100.0,100.0,100.0,21707.52,6000.0,1076.25,1
2025-04-22 14:10:02,32.15,5.4518749999999985,100,100,100,24278.784,6000.0,1308.4499999999998,1
2025-04-22 14:10:02,26.75,4.484375,100.0,100.0,100.0,21707.52,6000.0,1076.25,1
2025-04-22 14:10:02,32.15,5.4518749999999985,100,100,100,24278.784,6000.0,1308.4499999999998,1
2025-04-22 14:10:03,23.15,2.7643749999999994,0.0,0.0,0.0,10869.503999999999,573.0,663.4499999999998,1
2025-04-22 14:10:03,23.15,2.7643749999999994,0.0,0.0,0.0,10869.503999999999,557.25,663.4499999999998,1
2025-04-22 14:10:03,23.15,2.7643749999999994,0.0,0.0,0.0,10869.503999999999,588.75,663.4499999999998,1
2025-04-22 14:10:03,23.15,2.7643749999999994,0.0,0.0,0.0,11322.4,568.75,691.0937499999998,1
2025-04-22 14:10:03,23.15,2.7643749999999994,0.0,0.0,0.0,10869.503999999999,546.0,663.4499999999998,1
2025-04-22 14:10:03,23.15,2.7643749999999994,0.0,0.0,0.0,10869.503999999999,573.0,663.4499999999998,1
2025-04-22 14:10:03,23.15,2.7643749999999994,0.0,0.0,0.0,10869.503999999999,557.25,663.4499999999998,1
2025-04-22 14:10:03,23.15,2.7643749999999994,0.0,0.0,0.0,10869.503999999999,588.75,663.4499999999998,1
2025-04-22 14:10:03,23.15,2.7643749999999994,0.0,0.0,0.0,11322.4,568.75,691.0937499999998,1
2025-04-22 14:10:03,23.15,2.7643749999999994,0.0,0.0,0.0,10869.503999999999,546.0,663.4499999999998,1
2025-04-22 14:10:03,23.15,2.7643749999999994,0.0,0.0,0.0,10869.503999999999,573.0,663.4499999999998,1
2025-04-22 14:10:03,23.15,2.7659002815926104,0.06920925600000191,0.21174899999999752,0.1447017233333342,10875.818541782632,573.8594362282288,663.8160675822265,1
2025-04-22 14:10:03,23.15,2.7646848675099487,0.004873317272722488,0.04638766666666545,0.03521366999999979,10869.948633670656,592.3705450476522,663.5243682023877,1
2025-04-22 14:10:03,23.15,2.7643749999999994,0.0,0.0,0.0,11322.4,568.75,691.0937499999998,1
2025-04-22 14:10:03,23.15,2.7663712775513325,0.4135035799999969,0.0,0.14359713199999533,10907.23140503347,546.0,663.9291066123199,1
2025-04-22 14:10:03,23.15,2.764655219339762,0.014391917647050886,0.004466833333329608,0.05934199499999523,10870.817095539049,573.3497231725404,663.5172526415429,1
2025-04-22 14:10:03,23.15,2.7659002815926104,0.06920925600000191,0.21174899999999752,0.1447017233333342,10875.818541782632,573.8594362282288,663.8160675822265,1
2025-04-22 14:10:03,23.15,2.7648791693198738,0.007253898181820246,0.07189366666667259,0.06155084999999721,10870.16583406387,594.3605663562804,663.5710006367696,1
2025-04-22 14:10:03,23.15,2.764535458269666,0.011769421999997576,0.00022740000000567306,0.03278222999999343,11323.518565866878,568.76863839048,691.1338645674166,1
2025-04-22 14:10:03,23.15,2.7663712775513325,0.4135035799999969,0.0,0.14359713199999533,10907.23140503347,546.0,663.9291066123199,1
2025-04-22 14:10:03,23.15,2.764696299523347,0.01511248117646627,0.004466833333329608,0.07008566874999815,10870.882838602569,573.3497231725404,663.5271118856033,1
2025-04-22 14:10:03,23.15,2.765297540801749,0.028198512000002663,0.129855999999999,0.09939873499999521,10872.076787117261,567.4399750389812,663.6714097924199,1
2025-04-22 14:10:03,23.15,2.7654544305088,0.04013841272727322,0.17298566666666676,0.08811234166666206,10873.166164555776,602.2429494793944,663.709063322112,1
2025-04-22 14:10:03,23.15,2.7651576900285613,0.08493969800000195,0.030579199999999675,0.10290622624999742,11330.47266889792,571.2559832595,691.2894225071404,1
2025-04-22 14:10:03,23.15,2.7647590795891346,0.02972583333333508,0.013123714285711685,0.06433545400000003,10872.216137472002,547.03256629139,663.5421791013921,1
2025-04-22 14:10:03,23.15,2.775464512025447,1.4758440082352986,1.038101500000001,0.5808020337500056,11004.157645960975,653.8592410041251,666.1114828861073,1
2025-04-22 14:10:03,23.15,2.7972405909084714,5.253328460000004,2.4355083333333405,1.4829560183333281,11348.809283364862,746.1999597914402,671.3377418180331,1
2025-04-22 14:10:03,23.15,2.7784887672007947,2.4553229354545394,0.17298566666666676,1.310417128333332,11093.523736114174,602.2429494793944,666.8373041281907,1
2025-04-22 14:10:03,23.15,2.778732034548125,3.043352469999998,0.20751289999999473,0.7557489225000064,11611.640218748798,585.7407801268039,694.6830086370311,1
2025-04-22 14:10:03,23.15,2.834691407431436,16.772176506666668,0.9451004285714361,1.905906533999994,12399.770548985854,620.0156247474561,680.3259377835446,1
2025-04-22 14:10:03,23.15,2.781504985138635,1.8622832105882288,2.1275493333333393,0.7906284249999953,11039.41574048093,737.8293418378756,667.5611964332725,1
2025-04-22 14:10:03,23.15,2.819612616550055,9.705790028000003,3.380160333333341,2.329198443333335,11755.044752890673,818.2807243928626,676.7070279720132,1
2025-04-22 14:10:03,23.15,2.7918893679506684,3.752376693636364,1.6933399999999967,2.232711571666672,11211.86484572467,719.8386066137068,670.0534483081605,1
2025-04-22 14:10:03,23.15,2.786314673847061,4.764352971999993,0.2890789000000041,1.0692678062500092,11775.20410645888,592.4096252209254,696.5786684617655,1
