Original Workload,Spatial Shifted Workload,Temporal Shifted Workload,Original Workload,Spatial Shifted Workload,Temporal Shifted Workload,Original Workload,Spatial Shifted Workload,Temporal Shifted Workload,HL Action 1,HL Action 2,HL Action 3
0.1948549498508405,0.20338331506560992,0.19,0.6457050456743259,0.5979456662621944,0.59,0.18723388096013843,0.22646489515750054,0.22,0.091443025,0.25925365,0.060276713
0.22544256927532222,0.2251448078931225,0.21000000000000002,0.6669848619107299,0.6290756344582052,0.63,0.21729534914504278,0.2555023379797672,0.26,0.08086353,0.2405602,0.07374995
0.25688217994452767,0.24432213529418337,0.22,0.6769279462484872,0.6363246490942949,0.64,0.23542719376796048,0.28859053557249714,0.28,0.08118672,0.2628349,0.06097113
0.2891367509495044,0.27575070410682123,0.27,0.6755146685226211,0.6350839337975428,0.64,0.24181726286575128,0.29563404443351277,0.28,0.08357444,0.24155284,0.066269144
0.3222112677411635,0.3049618880388175,0.30000000000000004,0.6627665096840307,0.6237743820884468,0.62,0.23628687107787733,0.2925283783758072,0.29000000000000004,0.08575825,0.22993322,0.075525
0.34739706883698407,0.30508438384073444,0.30000000000000004,0.6481432819585206,0.625437107026694,0.63,0.2302093491075902,0.2952282090356664,0.28,0.06467992,0.24247338,0.083470464
0.35774506787210286,0.3260352098982862,0.33,0.6351294969140245,0.5944103629820309,0.59,0.22718151340594078,0.2996105053117511,0.28,0.088591024,0.2459199,0.06843708
0.35334533268264406,0.3361903313160795,0.34,0.6237966244386632,0.5799780626238219,0.5800000000000001,0.22677156802356602,0.2877451312049719,0.29000000000000004,0.09289859,0.21255362,0.062314983
0.3342754587838528,0.3104815435021426,0.30000000000000004,0.6140499916094944,0.5751108977630746,0.5800000000000001,0.22908618931336597,0.29181919844149606,0.28,0.088532224,0.23381054,0.067328885
0.31194138718703435,0.29222478482368996,0.28,0.6053060525708023,0.5628296742184485,0.56,0.2285465425585848,0.29073952327428293,0.29000000000000004,0.093119904,0.24390045,0.060773894
0.2955644210486915,0.27034493440843294,0.26,0.59744528510151,0.5664653383858594,0.56,0.2237627107278309,0.27996214408374004,0.27,0.07865981,0.24432717,0.07157129
0.2851134869203428,0.2647119913817962,0.25,0.5904441618231993,0.5542799040305473,0.56,0.21476119087459913,0.2713269442057978,0.26,0.080711536,0.23870197,0.053507794
0.2804519020998245,0.2566735990299265,0.25,0.5843901908051594,0.5520845132369756,0.56,0.20147694797911087,0.2575609286171927,0.26,0.07715275,0.24555232,0.06343968
0.27773343255376026,0.2662362359120805,0.24,0.57858256703806,0.5299450221061891,0.53,0.20238552866671544,0.2625202702402661,0.26,0.09925538,0.24816829,0.043431412
0.27378468053942817,0.2628080158553111,0.25,0.5728257084625188,0.5352391010822555,0.54,0.22283723390604238,0.2714005059704227,0.27,0.08888601,0.22606398,0.059817575
0.2686716341260471,0.2543061601955821,0.24,0.5670768334255454,0.5349973205905507,0.54,0.26304863956508345,0.30949362633054317,0.31,0.08643448,0.23590308,0.064381555
0.26245701481499084,0.25420817264751855,0.25,0.5612926538084073,0.5331701994864742,0.53,0.3230668848646063,0.35943818135401173,0.36,0.09358704,0.2315753,0.07554864
0.25436644045663565,0.23234066596751293,0.22,0.5548199331639725,0.5453555178362907,0.54,0.3636324173908274,0.3951226072076319,0.39,0.07571514,0.25173935,0.08949657
0.24386573290540509,0.21950882729750637,0.21,0.5472416036372656,0.534283268919058,0.54,0.3728632575177829,0.41017849784388916,0.41000000000000003,0.07060608,0.2583204,0.06887311
0.23088284694037542,0.22771630031081438,0.22,0.5386115126100848,0.5169118605193436,0.52,0.35078823109284785,0.3756544298131501,0.38,0.08427548,0.2103157,0.06753958
0.2153281214578475,0.19999483000193646,0.18,0.5289661738627498,0.5141044543472163,0.51,0.297357747616762,0.32755275858820654,0.33,0.06514928,0.23125198,0.06591402
0.20053855669700904,0.20038103074438568,0.2,0.5279308735584569,0.4982547639023603,0.49,0.24831135275046468,0.27814498835918466,0.28,0.09385121,0.24785496,0.08002389
0.18911590241438522,0.18559708996826307,0.18,0.5391038981419618,0.5106240803548393,0.51,0.21415400098384502,0.24615263121708972,0.24000000000000002,0.081256084,0.25023958,0.071563706
0.18102230203126937,0.1802987078206882,0.16999999999999998,0.5624745036184999,0.5327603865653888,0.53,0.1946691632447743,0.22510687450846656,0.23,0.07324936,0.2315985,0.059006684
0.1763779031719918,0.18601087988129114,0.18,0.5980481042803192,0.5598703429459722,0.56,0.18983519673687238,0.2183799813619201,0.22,0.088038035,0.24389678,0.076240964
0.17675167624985613,0.19279361665896724,0.18,0.6304023702448616,0.5870609035063233,0.59,0.18730187014495414,0.21460139647438123,0.21,0.09162512,0.2360303,0.07698388
0.18333365901483145,0.19066860294765908,0.18,0.6538562184326744,0.6140211540795723,0.61,0.18311602820830997,0.2156161486285845,0.21,0.07743657,0.23616742,0.058964342
0.19615849776477054,0.19526127230256474,0.18,0.668323719831507,0.6337550262109433,0.64,0.17747424945835089,0.21294016854112038,0.21,0.06779997,0.23557253,0.060536303
0.21518007391359228,0.22764289890808478,0.22,0.6738215117637134,0.6183992076486183,0.62,0.170442599222216,0.21340207834281857,0.21,0.09940012,0.25334647,0.0677978
0.23796755883485327,0.2363426793198816,0.23,0.6692262952383037,0.6259075807103583,0.63,0.16980209324310486,0.21474568728602184,0.21,0.085852265,0.24826692,0.083249144
0.26265830004777757,0.2506500883434448,0.25,0.6540260297036721,0.6151598389917209,0.61,0.1780612797373094,0.22893568215359336,0.23,0.0826132,0.25142702,0.08516727
0.28924515377600923,0.26947149525497793,0.26,0.6283386654970591,0.596621836742197,0.59,0.19562290127831455,0.2471133885542079,0.24000000000000002,0.07841123,0.23869878,0.089723535
0.31774919715970695,0.3001237422102089,0.31,0.5921338854190894,0.5528078673403131,0.56,0.22222432820751403,0.27917580123578845,0.28,0.08981095,0.22283475,0.062342815
0.34081920698305,0.3122740333204578,0.31,0.5637245481400692,0.527648898598228,0.53,0.24766845515122876,0.31228927835566234,0.31,0.09036081,0.23321392,0.060011514
0.352569969748613,0.309800383590396,0.31,0.5499942835021526,0.5199670937538668,0.52,0.26909591550053735,0.3418926914070401,0.33,0.07900873,0.24455836,0.0498973
0.3530518545012354,0.3136552859495005,0.31,0.5508603318461649,0.5270821422281011,0.53,0.28610698377325117,0.3492817419430498,0.34,0.078423515,0.23395139,0.067884445
0.34222883585009123,0.3102585396568726,0.30000000000000004,0.5663071097517096,0.5258442576636186,0.53,0.2987997470168451,0.3712328952981546,0.37,0.09923044,0.2576206,0.052650817
0.3272940774136439,0.29868721791459185,0.29000000000000004,0.5800010973268128,0.5439979349153967,0.54,0.2980265782883459,0.36263660019881405,0.36,0.08860543,0.24442272,0.05163327
0.31400027429536503,0.2972062689078755,0.29000000000000004,0.5858906217670357,0.541973108811306,0.54,0.2812417111856652,0.3419532295288844,0.34,0.09766068,0.23570834,0.047293715
0.30228944008042297,0.2814555007424589,0.28,0.583979819341641,0.5509691290887982,0.56,0.248448177108828,0.3022928066996348,0.31,0.08829052,0.23948511,0.074660204
0.2921383486545878,0.272591085791475,0.26,0.5742718286465047,0.5416767697928261,0.54,0.19955892933118446,0.2517012510479759,0.26,0.08342451,0.23090295,0.07673566
0.28317609207835215,0.25443407290834896,0.25,0.5701951879309337,0.5443557285836401,0.54,0.16486150336733926,0.21944298188463604,0.22,0.06887068,0.24017476,0.081463955
0.2750558310987803,0.24787200423157785,0.23,0.5766893197944924,0.5441003408214609,0.54,0.1534367610093737,0.21320956684960768,0.21,0.0693613,0.24425495,0.048299648
0.26788403482286544,0.24778600477598842,0.24000000000000002,0.5937460668619772,0.555834425895874,0.56,0.1652129978117608,0.223222668824741,0.22,0.08025902,0.25291356,0.058965307
0.26164172104043876,0.25617648212712113,0.25,0.621335849073178,0.5822536278436616,0.5800000000000001,0.20019489650616978,0.2447423566490038,0.24000000000000002,0.087848976,0.22950834,0.07743203
0.2557863429542899,0.2512133725622845,0.26,0.6388934053368531,0.6037086256666047,0.61,0.23086304731616364,0.2706207973784175,0.27,0.08555539,0.23157509,0.08436168
0.2499213565482571,0.24082655011494924,0.23,0.6387793308853138,0.6093663902283448,0.61,0.2487066092496632,0.28721435633994,0.29000000000000004,0.07938321,0.23928791,0.085624635
0.2440242160085081,0.24473863224378567,0.23,0.6210646449832858,0.5782611125196022,0.5800000000000001,0.25363210873325504,0.29572122496166103,0.29000000000000004,0.09592284,0.24120504,0.06612236
0.2381641696850289,0.23872915301433506,0.23,0.5858042942690302,0.5489790205234024,0.54,0.24580946550132698,0.2820697559176486,0.28,0.09599573,0.23374519,0.07896131
0.23177835771330157,0.22623867448158325,0.23,0.5539173680504452,0.5219018882902349,0.52,0.2352453443800057,0.27280050737193445,0.27,0.09138143,0.24228942,0.07907609
0.22442092401735053,0.20441160773056846,0.21,0.5332253028816658,0.5157327637463894,0.51,0.22526286040970178,0.2627647158317602,0.26,0.06682457,0.2479353,0.0805282
0.21602501454062434,0.19813497537543148,0.19,0.523692403160219,0.5009414593650714,0.51,0.215855134999552,0.2564961179598925,0.26,0.06784299,0.24728107,0.059196714
0.2065258383324145,0.1894748895578702,0.19,0.525251927900296,0.5042081803396242,0.51,0.20695012451649758,0.24504482085171359,0.24000000000000002,0.06618542,0.25088856,0.06629749
0.20343499537879572,0.1973437308549219,0.19,0.5332914570907266,0.5016952616498894,0.51,0.2022449977143942,0.2399324576791051,0.24000000000000002,0.085875906,0.2550601,0.07021529
0.212543123273337,0.20106593969786657,0.21,0.5461420639345584,0.5172996520506028,0.52,0.20254412261983484,0.24286371807926088,0.24000000000000002,0.07703309,0.25194037,0.06531218
0.23391192490656537,0.22695498828313496,0.23,0.5637095513110475,0.5242753218877035,0.52,0.20803465221140321,0.2544258182581776,0.26,0.091138095,0.24937741,0.05739998
0.2675078132829013,0.24690044684900683,0.24000000000000002,0.5860305711112169,0.553695309675469,0.56,0.21877919409340685,0.2717218219630492,0.27,0.08175717,0.25614044,0.07119937
0.3014342119413993,0.2833754240330302,0.29000000000000004,0.6001970832276398,0.5624702651125597,0.56,0.22884207239429272,0.28462767841774184,0.29000000000000004,0.09324607,0.24557534,0.07970214
0.3264175097661069,0.28315904210505616,0.28,0.601346963358149,0.576005294400216,0.5800000000000001,0.2366994929529605,0.3052996295719442,0.31,0.06667961,0.25536636,0.062340282
0.3424187048167605,0.30973276848645864,0.31,0.589605228402911,0.5635611578363899,0.56,0.2422608155171419,0.30099082241396485,0.31,0.07715775,0.22831273,0.08027936
0.3494678673157595,0.3065451939204493,0.31,0.5649540870287872,0.5416324736376729,0.54,0.24547824784598563,0.3117225346324102,0.31,0.06926483,0.23479733,0.06440422
0.3466685656716171,0.3020057221019899,0.31,0.5435206909519776,0.5123158565292816,0.51,0.2476980746758794,0.32356575266820264,0.31,0.08392406,0.2604139,0.05817417
0.3333533659990381,0.2950416513735303,0.29000000000000004,0.5313126893683506,0.5119389105262326,0.51,0.24896020064841873,0.3066456941160446,0.31,0.068172954,0.22358517,0.06767096
0.30949472749902196,0.27789663798957454,0.28,0.5283186338959387,0.5040310989300507,0.51,0.24932037593646056,0.305206000411796,0.31,0.078172766,0.23553945,0.068235874
0.275112987611746,0.25476126542889815,0.26,0.5345260267630081,0.5078132911566633,0.51,0.24870512203102924,0.2957695798202219,0.29000000000000004,0.0821876,0.23366085,0.0692333
0.2441517820244169,0.22527849286908444,0.23,0.5385317676773416,0.5187880657676935,0.52,0.2457112522488103,0.28432824331379075,0.29000000000000004,0.068233475,0.22780576,0.06919582
0.22775056722389694,0.21606187132873406,0.21,0.536082402767989,0.5032938066011844,0.51,0.24010577326020605,0.2845830653221736,0.29000000000000004,0.08100493,0.24199288,0.044300154
0.22599650762789794,0.2113512360198435,0.23,0.5271129740833842,0.5046479046105833,0.51,0.2318027429110912,0.2689130839919466,0.28,0.07190809,0.2325211,0.06660239
0.2388934983644736,0.21607544545902535,0.23,0.5117135126416513,0.4959830551398108,0.49,0.22095804007642714,0.25950655048371596,0.27,0.067435674,0.23996383,0.08498124
0.25401465415086266,0.244714395491033,0.26,0.5063532738677412,0.47099935364743367,0.47000000000000003,0.21334657399845097,0.25800075287858815,0.27,0.099131696,0.23422238,0.06956633
0.2613473636995266,0.24775249039586864,0.26,0.5171241596495016,0.48323498322756586,0.48000000000000004,0.21051058594135513,0.2579946356669489,0.26,0.093859054,0.23773593,0.06958134
0.26083637724984066,0.251247039409057,0.28,0.544016385665079,0.5066395350259644,0.51,0.21264824074948843,0.25961442922938677,0.26,0.09410753,0.23304026,0.06498614
0.25256913592379354,0.24219445592511468,0.27,0.5869657993688172,0.5462921227645592,0.54,0.21956988423256052,0.2706182408354974,0.28,0.087485254,0.24439064,0.048627686
0.24672565091830348,0.23675159053360273,0.27,0.617770839256413,0.5808009881532459,0.5800000000000001,0.22198718760497482,0.2689310990928427,0.28,0.085657336,0.2549012,0.07183637
0.251493254263504,0.2451515660947173,0.27,0.6260621274314196,0.5850117405361572,0.59,0.2173530094503417,0.26474508451439077,0.27,0.085715115,0.23859358,0.058028184
0.2669194528901304,0.2537827830729453,0.27,0.6118496770831592,0.5666833983264112,0.5700000000000001,0.205325792534678,0.26362874110861106,0.27,0.090588026,0.25686747,0.04996925
0.2928575327855418,0.27529905801645616,0.3,0.5751611389490003,0.5337956561490153,0.54,0.18604363926295847,0.24496759683202918,0.25,0.091001205,0.23867862,0.05899086
0.3136164474875185,0.2725377876764235,0.29,0.5392028171346557,0.5146481153690674,0.51,0.17980434372909224,0.24543770530577552,0.25,0.06750564,0.24704665,0.065874554
0.3167594507821574,0.27898917012792507,0.3,0.5124973524018323,0.48143106861187684,0.48000000000000004,0.19262698923182517,0.2614635536760129,0.27,0.08543493,0.2574681,0.0660286
0.30217283690144414,0.27190262231245726,0.29,0.49502771281070945,0.47067877196831914,0.47000000000000003,0.22476686089991266,0.27938601633128984,0.29000000000000004,0.07530401,0.22354023,0.05752018
0.26999297509250364,0.2529575069343916,0.29,0.4867703565866457,0.4534326074295229,0.46,0.2765416234729156,0.3269148407881504,0.35,0.098656066,0.240963,0.053102672
0.23624153922035349,0.21748974847160027,0.25,0.486377508471595,0.4715094818222357,0.47000000000000003,0.32283409729895474,0.3564539146970673,0.37,0.078994736,0.24201101,0.07295771
0.21356227338430522,0.20214085150319314,0.23,0.4933876457974003,0.4730265264609188,0.47000000000000003,0.3562470939425405,0.38802963516013406,0.4,0.080975115,0.24055533,0.054992735
0.20206777756735061,0.19382416326894628,0.21000000000000002,0.5078907990298525,0.4906396713282969,0.49,0.37670295608712256,0.40219769808708244,0.42000000000000004,0.080318645,0.24267459,0.062494792
0.20169407986664584,0.19607978874724633,0.21000000000000002,0.5297998444169996,0.5091623753247918,0.51,0.3839818748388822,0.4102336350504895,0.42000000000000004,0.08257972,0.24475192,0.060193602
0.20898177467885443,0.19785585068201528,0.21000000000000002,0.5462997375149636,0.5195793155988714,0.52,0.3867344020551262,0.4245807479680576,0.42000000000000004,0.07541865,0.2503908,0.0374437
0.22112905672241698,0.2066727573854917,0.24,0.5526207648305737,0.5449357468188911,0.54,0.38763626552166097,0.4097775828702688,0.41000000000000003,0.069493726,0.23904581,0.07924609
0.23802143193515052,0.2311765955937744,0.25,0.5487163319584408,0.5242915316474642,0.52,0.3867138819689671,0.41798351862131977,0.42000000000000004,0.092436895,0.24185415,0.06800075
0.2596481122236837,0.23023900602167682,0.25,0.5347099990170838,0.5311489597067156,0.53,0.3838772614407659,0.41684740695314104,0.43000000000000005,0.07089896,0.259272,0.08948001
0.2761180766055328,0.2580320702185517,0.28,0.5216498940513987,0.49397665978869093,0.49,0.3802755383282816,0.4260347789779705,0.44,0.09480547,0.2446101,0.057279598
0.2796239344423383,0.2554146087894189,0.28,0.5137320442974469,0.49764387580820446,0.49,0.37598405570032933,0.41628154984249116,0.42000000000000004,0.08172402,0.23672356,0.06887547
0.27016272494567267,0.24981836096325322,0.26,0.5109412548344632,0.4797142929638325,0.48000000000000004,0.3711511978066351,0.4227225236596852,0.43000000000000005,0.088141955,0.24200128,0.037204243
0.247813091629882,0.23514171877633794,0.26,0.5132475170843599,0.47985388691467856,0.48000000000000004,0.36567145590701894,0.4117364589302443,0.42000000000000004,0.09371778,0.24523237,0.040218588
0.22490994306853226,0.20588032739982112,0.23,0.5129449681329648,0.5029542762562043,0.51,0.36092748910951383,0.38994779665498547,0.4,0.0659839,0.23509732,0.06609476
0.21119791161699697,0.20649919584511425,0.23,0.5071331221609543,0.4796732445545473,0.48000000000000004,0.35785574433235184,0.39001433771064153,0.39,0.0898147,0.23791298,0.050545875
0.206800255821315,0.20319136833321774,0.23,0.49577912054825496,0.4710871465218399,0.47000000000000003,0.3560752671588131,0.38437612867332543,0.4,0.096809804,0.24954112,0.065447696
0.21156002591739015,0.19669583070718125,0.21000000000000002,0.4788885645192815,0.46225555632469256,0.46,0.35570417113109165,0.3872013745358895,0.4,0.07924341,0.2496358,0.059925508
0.21668894653442483,0.20101157519049878,0.23,0.4751292207987108,0.45812500734496503,0.46,0.34920712272259197,0.3818887075202637,0.39,0.08743262,0.2640613,0.07026655
0.21527887436297638,0.20696020019827857,0.23,0.49129475423607516,0.4669264589151775,0.47000000000000003,0.3337656826534941,0.3664526521390896,0.36,0.08651696,0.23608449,0.05434062
0.2073730962173451,0.20465976804611563,0.23,0.5274794099601178,0.5046405362878622,0.51,0.3098128427947885,0.33536504463827355,0.35,0.088783816,0.23891702,0.07744276
0.1929987042908068,0.20027850988612192,0.22,0.5836811125388879,0.5425956879589549,0.54,0.2772766115189581,0.31108223050357603,0.32,0.10053707,0.26633227,0.063460685
0.18475083597505595,0.19231389982936445,0.2,0.6262528191915324,0.5934443383757964,0.59,0.25293581766171264,0.27818123462314026,0.28,0.07626737,0.21758814,0.059122406
0.19260232798520355,0.19837970472690614,0.2,0.642876593398496,0.6055604125784633,0.61,0.2418182329294955,0.27335703700782565,0.28,0.08309645,0.24736662,0.06659789
0.2165264545796342,0.21300777215830619,0.21,0.6335039855227886,0.6014708260954424,0.61,0.24379318610927503,0.27934502795794924,0.29000000000000004,0.076501586,0.2400757,0.06739688
0.25652354985671266,0.24907768574207703,0.24000000000000002,0.5980808279567604,0.5567308480813546,0.56,0.2587700436595166,0.30756588764955806,0.31,0.094894916,0.25027213,0.05953104
0.29114175415687016,0.2663625212523375,0.27,0.5642702746156615,0.5353702762560413,0.54,0.2724739041744328,0.3261531354385856,0.34,0.080894835,0.24189517,0.061461125
0.30332213631552885,0.2664355705967636,0.27,0.5423100073575109,0.5225813078260978,0.52,0.28072510282679985,0.33734036807697826,0.34,0.064710096,0.23730381,0.054730527
0.29296133191422397,0.27158983566466127,0.28,0.5322392335821137,0.5069367323955284,0.51,0.2832724809939449,0.3299464784300929,0.34,0.09097793,0.23823458,0.08161584
0.26017281352183086,0.24284080216907622,0.25,0.5340617255016706,0.5071695623185558,0.51,0.28023519557223275,0.3244593701081023,0.33,0.08365962,0.23834701,0.06347253
0.22254091491441041,0.21903368101360682,0.23,0.538880361555682,0.5054903767689927,0.51,0.2838080834913442,0.32070530217883714,0.32,0.0893755,0.23218174,0.05205179
0.19411582018143317,0.20116348007947055,0.23,0.5433270562423876,0.5142183810740539,0.51,0.297473024567431,0.3195340398377273,0.32,0.09614372,0.23279826,0.07775095
0.1749656323578453,0.18387500437460896,0.2,0.5473441730742337,0.5218594036239275,0.52,0.32165233276373834,0.33822773019728086,0.34,0.09077299,0.23304401,0.075234324
0.16504227878264044,0.17731463492955685,0.2,0.5510245897658463,0.522604253204407,0.52,0.35620947259207003,0.37235745300659306,0.37,0.09318622,0.23676081,0.064365394
0.1634002507208295,0.17443889879226032,0.18,0.5647757729845668,0.5390365415657709,0.54,0.3807706716221166,0.39547125496948177,0.39,0.094272554,0.25828728,0.072231464
0.1692294527804221,0.17763918274281507,0.19,0.5925662374821488,0.5656789211441601,0.56,0.3896302713287498,0.40810785770434543,0.41000000000000003,0.08415157,0.24496712,0.058974024
0.18248990394789755,0.19240834205166077,0.2,0.6343775248595149,0.6071266218233864,0.61,0.3825190002722736,0.3998514652046389,0.39,0.08377046,0.23685507,0.067686036
0.2031204187229265,0.2232024577878754,0.23,0.6901713479731089,0.6400490526539255,0.64,0.35967739524427894,0.38971765149851334,0.39,0.10109967,0.24465318,0.054642856
0.2213380493994714,0.23143953622006427,0.24000000000000002,0.72813746495154,0.6846856132356578,0.69,0.3427327730403901,0.3760831379356794,0.38,0.083413415,0.22876747,0.050431654
0.22931254618691005,0.24070223675046115,0.25,0.7363518621354445,0.679947974297571,0.68,0.33791643845162944,0.38293063572595176,0.38,0.09931491,0.26924402,0.04949991
0.22717406988043376,0.2424521279881029,0.25,0.7149394920478453,0.671400519075316,0.67,0.34527354379081415,0.3735344586556745,0.37,0.09341266,0.22672632,0.06732467
0.21489913825663734,0.2122659934612191,0.22,0.6638598361171251,0.6416384086394195,0.64,0.36452742282503,0.38938199509815385,0.39,0.07726634,0.25094175,0.0797542
0.2010585695689247,0.20771086686673607,0.22,0.6128672836410693,0.5779182895002513,0.5800000000000001,0.3808952726338571,0.4091919694768638,0.41000000000000003,0.09682062,0.26204252,0.06403124
0.19241960221373774,0.19498625122319557,0.2,0.5730791356024052,0.5549640529526292,0.56,0.3898550259506404,0.40540345959095864,0.41000000000000003,0.086012304,0.24282977,0.07997017
0.1888244087848505,0.18975965930659225,0.2,0.5444081587445536,0.5200941779337267,0.52,0.39146004497169673,0.4148387752607819,0.41000000000000003,0.086773,0.24522613,0.058565233
0.19037942199216382,0.18462462703002172,0.2,0.5268245551768798,0.5091434750461616,0.51,0.3860773709627461,0.4095132460556063,0.41000000000000003,0.07756261,0.24486198,0.060041867
0.19108495798676048,0.1954465093342929,0.2,0.522149729018857,0.5046600464601609,0.51,0.374199976097982,0.38732810730914563,0.39,0.094710246,0.23597555,0.085417554
0.18626806153356415,0.19488259828045668,0.2,0.530951691885621,0.5025011912753972,0.51,0.356261959816357,0.3760979236796882,0.38,0.098493874,0.23450586,0.066931054
0.17589248707631813,0.18822102352323666,0.2,0.5532194678343865,0.5253237561438829,0.53,0.33210052439753945,0.3476676996411245,0.34,0.09940964,0.24257325,0.0816007
0.15999773263584977,0.17684114291028366,0.19,0.5889927399512123,0.5580052337278326,0.56,0.3015968695669225,0.31574096551586817,0.31,0.09242412,0.2349641,0.07775156
